title,start,end,journal,month,year,vol,issue
Winter acclimation of PsbS and related proteins in the evergreen Arctostaphylos uva-ursi as influenced by altitude and light environment,869,878,"Plant, Cell & Environment",May,2006,29,5
Photoprotection mutants of Arabidopsis thaliana acclimate to high light by increasing photosynthesis and specific antioxidants,879,887,"Plant, Cell & Environment",May,2006,29,5
Mechanisms of microbially enhanced Fe acquisition in red clover (Trifolium pratense L.),888,897,"Plant, Cell & Environment",May,2006,29,5
Cysteines 449 and 459 modulate the reduction–oxidation conformational changes of ribulose 1·5-bisphosphate carboxylase/oxygenase and the translocation of the enzyme to membranes during stress,898,908,"Plant, Cell & Environment",May,2006,29,5
Induction of systemic resistance in tomato by N-acyl-L-homoserine lactone-producing rhizosphere bacteria,909,918,"Plant, Cell & Environment",May,2006,29,5
White lupin has developed a complex strategy to limit microbial degradation of secreted citrate required for phosphate acquisition,919,927,"Plant, Cell & Environment",May,2006,29,5
Non-steady state effects in diurnal 18O discrimination by Picea sitchensis branches in the field,928,939,"Plant, Cell & Environment",May,2006,29,5
Heterogeneity of plant mitochondrial responses underpinning respiratory acclimation to the cold in Arabidopsis thaliana leaves,940,949,"Plant, Cell & Environment",May,2006,29,5
Comparative transcriptome analysis of toxic metal responses in Arabidopsis thaliana and the Cd2+-hypertolerant facultative metallophyte Arabidopsis halleri,950,963,"Plant, Cell & Environment",May,2006,29,5
A re-examination of the minor role of unstirred layers during the measurement of transport coefficients of Chara corallina internodes with the cell pressure probe,964,980,"Plant, Cell & Environment",May,2006,29,5
Dynamics of stomatal water relations following leaf excision,981,992,"Plant, Cell & Environment",May,2006,29,5
Direct in situ measurement of cell turgor in grape (Vitis vinifera L.) berries during development and in response to plant water deficits,993,1001,"Plant, Cell & Environment",May,2006,29,5
Modification of intracellular levels of glutathione-dependent formaldehyde dehydrogenase alters glutathione homeostasis and root development,1002,1011,"Plant, Cell & Environment",May,2006,29,5
In vivo localization of manganese in the hyperaccumulator Gossia bidwillii (Benth.) N. Snow & Guymer (Myrtaceae) by cryo-SEM/EDAX,1012,1020,"Plant, Cell & Environment",May,2006,29,5
Oxidative gating of water channels (aquaporins) in corn roots,459,470,"Plant, Cell & Environment",April,2006,29,4
NMR metabolite profiling analysis reveals changes in phospholipid metabolism associated with the re-establishment of desiccation tolerance upon osmotic stress in germinated radicles of cucumber,471,482,"Plant, Cell & Environment",April,2006,29,4
Using continuous stable isotope measurements to partition net ecosystem CO2 exchange,483,496,"Plant, Cell & Environment",April,2006,29,4
Spatial and temporal scaling of intercellular CO2 concentration in a temperate rain forest dominated by Dacrydium cupressinum in New Zealand,497,510,"Plant, Cell & Environment",April,2006,29,4
Phosphorus nutrition and mycorrhiza effects on grass leaf growth. P status- and size-mediated effects on growth zone kinematics,511,520,"Plant, Cell & Environment",April,2006,29,4
"Impact of elevated UV-B radiation on photosynthetic electron transport, primary productivity and carbon allocation in estuarine epipelic diatoms ",521,534,"Plant, Cell & Environment",April,2006,29,4
Adjustments in hydraulic architecture of Pinus palustris maintain similar stomatal conductance in xeric and mesic habitats,535,545,"Plant, Cell & Environment",April,2006,29,4
Reduced levels of volatile emissions in jasmonate-deficient spr2 tomato mutants favour oviposition by insect herbivores,546,557,"Plant, Cell & Environment",April,2006,29,4
"Identification of cold acclimation-responsive Rhododendron genes for lipid metabolism, membrane transport and lignin biosynthesis: importance of moderately abundant ESTs in genomic studies ",558,570,"Plant, Cell & Environment",April,2006,29,4
Functional coordination between leaf gas exchange and vulnerability to xylem cavitation in temperate forest trees,571,583,"Plant, Cell & Environment",April,2006,29,4
Higher rates of leaf gas exchange are associated with higher leaf hydrodynamic pressure gradients,584,592,"Plant, Cell & Environment",April,2006,29,4
"Molecular identification, heterologous expression and properties of light-insensitive plant catalases ",593,607,"Plant, Cell & Environment",April,2006,29,4
Acyl-homoserine lactones modulate the settlement rate of zoospores of the marine alga Ulva intestinalis via a novel chemokinetic mechanism,608,618,"Plant, Cell & Environment",April,2006,29,4
"gid1, a gibberellin-insensitive dwarf mutant, shows altered regulation of probenazole-inducible protein (PBZ1) in response to cold stress and pathogen attack ",619,631,"Plant, Cell & Environment",April,2006,29,4
Stem and leaf gas exchange and their responses to fire in a north Australian tropical savanna,632,646,"Plant, Cell & Environment",April,2006,29,4
Growth and ethylene evolution by shade and sun ecotypes of Stellaria longipes in response to varied light quality and irradiance,647,652,"Plant, Cell & Environment",April,2006,29,4
Genotypic difference in canopy diffusive conductance measured by a new remote-sensing method and its association with the difference in rice yield potential,653,660,"Plant, Cell & Environment",April,2006,29,4
Ca2+ transient induced by extracellular changes in osmotic pressure in Arabidopsis leaves: differential involvement of cell wall–plasma membrane adhesion,661,672,"Plant, Cell & Environment",April,2006,29,4
Impact of nitrate supply in C and N assimilation in the parasitic plant Striga hermonthica (Del.) Benth (Scrophulariaceae) and its host Sorghum bicolor L.,673,681,"Plant, Cell & Environment",April,2006,29,4
Evidence for altered polar and lateral auxin transport in the gravity persistent signal (gps) mutants of Arabidopsis,682,690,"Plant, Cell & Environment",April,2006,29,4
"Effects of growth light and nitrogen nutrition on the organization of the photosynthetic apparatus in leaves of a C4 plant, Amaranthus cruentus ",691,700,"Plant, Cell & Environment",April,2006,29,4
Tomato seed germination: regulation of different response modes by phytochrome B2 and phytochrome A,701,709,"Plant, Cell & Environment",April,2006,29,4
Responses of spinach leaf mitochondria to low N availability,710,719,"Plant, Cell & Environment",April,2006,29,4
"Low growth temperatures modify the efficiency of light use by photosystem II for CO2 assimilation in leaves of two chilling-tolerant C4 species, Cyperus longus L. and Miscanthus × giganteus ",720,728,"Plant, Cell & Environment",April,2006,29,4
Can improvement in photosynthesis increase crop yields?,315,330,"Plant, Cell & Environment",March,2006,29,3
Transgenic approaches to manipulate the environmental responses of the C3 carbon fixation cycle,331,339,"Plant, Cell & Environment",March,2006,29,3
Functional dynamics of plant growth and photosynthesis – from steady-state to dynamics – from homogeneity to heterogeneity,340,352,"Plant, Cell & Environment",March,2006,29,3
The importance of maltose in transitory starch breakdown,353,366,"Plant, Cell & Environment",March,2006,29,3
The hydraulic limitation hypothesis revisited,367,381,"Plant, Cell & Environment",March,2006,29,3
Managing sulphur metabolism in plants,382,395,"Plant, Cell & Environment",March,2006,29,3
Diurnal regulation of plant growth,396,408,"Plant, Cell & Environment",March,2006,29,3
Metabolic signalling in defence and stress: the central roles of soluble redox couples,409,425,"Plant, Cell & Environment",March,2006,29,3
Sugar and ABA response pathways and the control of gene expression,426,434,"Plant, Cell & Environment",March,2006,29,3
Carotenoid accumulation and function in seeds and non-green tissues,435,445,"Plant, Cell & Environment",March,2006,29,3
"Brassinosteroids and plant function: some clues, more puzzles ",446,457,"Plant, Cell & Environment",March,2006,29,3
Evidence from Amazonian forests is consistent with isohydric control of leaf water potential,151,165,"Plant, Cell & Environment",February,2006,29,2
"Effects of red, far-red and blue light in maintaining growth in latitudinal populations of Norway spruce (Picea abies) ",166,172,"Plant, Cell & Environment",February,2006,29,2
"Characterization of salt tolerance in ectoine-transformed tobacco plants (Nicotiana tabaccum): photosynthesis, osmotic adjustment, and nitrogen partitioning ",173,182,"Plant, Cell & Environment",February,2006,29,2
Elicitor-induced down-regulation of cell cycle-related genes in tobacco cells,183,191,"Plant, Cell & Environment",February,2006,29,2
Internal conductance does not scale with photosynthetic capacity: implications for carbon isotope discrimination and the economics of water and nitrogen use in photosynthesis,192,201,"Plant, Cell & Environment",February,2006,29,2
Diurnal variation of the δ13C of pine needle respired CO2 evolved in darkness,202,211,"Plant, Cell & Environment",February,2006,29,2
Heat sensitivity of photosynthetic electron transport varies during the day due to changes in sugars and osmotic potential,212,228,"Plant, Cell & Environment",February,2006,29,2
Hydraulic efficiency and safety of branch xylem increases with height in Sequoia sempervirens (D. Don) crowns,229,239,"Plant, Cell & Environment",February,2006,29,2
Comparative studies on the effect of a protein-synthesis inhibitor on aluminium-induced secretion of organic acids from Fagopyrum esculentum Moench and Cassia tora L. roots,240,246,"Plant, Cell & Environment",February,2006,29,2
"Ecological physiology of Pereskia guamacho, a cactus with leaves ",247,256,"Plant, Cell & Environment",February,2006,29,2
Comparison of leaf structure and photosynthetic characteristics of C3 and C4Alloteropsis semialata subspecies,257,268,"Plant, Cell & Environment",February,2006,29,2
A mutation affecting ASCORBATE PEROXIDASE 2 gene expression reveals a link between responses to high light and drought tolerance,269,281,"Plant, Cell & Environment",February,2006,29,2
The stimulating effects of ethylene and auxin on petiole elongation and on hyponastic curvature are independent processes in submerged Rumex palustris,282,290,"Plant, Cell & Environment",February,2006,29,2
"Sanguinarine reductase, a key enzyme of benzophenanthridine detoxification ",291,302,"Plant, Cell & Environment",February,2006,29,2
Differential synthesis of phosphate-starvation inducible purple acid phosphatase isozymes in tomato (Lycopersicon esculentum) suspension cells and seedlings,303,313,"Plant, Cell & Environment",February,2006,29,2
Needle cell elongation and maturation timing derived from pine needle cellulose δ18O,1,14,"Plant, Cell & Environment",January,2006,29,1
Effects of cold-girdling on flows in the transport phloem in Ricinus communis: is mass flow inhibited?,15,25,"Plant, Cell & Environment",January,2006,29,1
Diurnal and seasonal variation in root xylem embolism in neotropical savanna woody species: impact on stomatal control of plant water status,26,35,"Plant, Cell & Environment",January,2006,29,1
"JrSUT1, a putative xylem sucrose transporter, could mediate sucrose influx into xylem parenchyma cells and be up-regulated by freeze–thaw cycles over the autumn–winter period in walnut tree (Juglans regia L.) ",36,47,"Plant, Cell & Environment",January,2006,29,1
Decreased SBPase activity alters growth and development in transgenic tobacco plants,48,58,"Plant, Cell & Environment",January,2006,29,1
Nitric oxide (NO) as an intermediate in the cryptogein-induced hypersensitive response – a critical re-evaluation,59,69,"Plant, Cell & Environment",January,2006,29,1
Water flow through junctions in Douglas-fir roots,70,76,"Plant, Cell & Environment",January,2006,29,1
"Contributions of evaporation, isotopic non-steady state transpiration and atmospheric mixing on the δ18O of water vapour in Pacific Northwest coniferous forests ",77,94,"Plant, Cell & Environment",January,2006,29,1
Introduction of the carrot HSP17.7 into potato (Solanum tuberosum L.) enhances cellular membrane stability and tuberization in vitro,95,104,"Plant, Cell & Environment",January,2006,29,1
Dynamics of water transport and storage in conifers studied with deuterium and heat tracing techniques,105,114,"Plant, Cell & Environment",January,2006,29,1
Identification of QTL controlling root growth response to phosphate starvation in Arabidopsis thaliana,115,125,"Plant, Cell & Environment",January,2006,29,1
Growth at elevated CO2 concentrations leads to modified profiles of secondary metabolites in tobacco cv. SamsunNN and to increased resistance against infection with potato virus Y,126,137,"Plant, Cell & Environment",January,2006,29,1
Hydraulic redistribution in a Douglas-fir forest: lessons from system manipulations,138,150,"Plant, Cell & Environment",January,2006,29,1
The influence of light environment on photosynthesis and basal methylbutenol emission from Pinus ponderosa,1463,1474,"Plant, Cell & Environment",December,2005,28,2
The determination of membrane transport parameters with the cell pressure probe: theory suggests that unstirred layers have significant impact,1475,1486,"Plant, Cell & Environment",December,2005,28,2
Ascorbate promotes emission of mercury vapour from plants,1487,1495,"Plant, Cell & Environment",December,2005,28,2
Leaf growth dynamics of two congener gymnosperm tree species reflect the heterogeneity of light intensities given in their natural ecological niche,1496,1505,"Plant, Cell & Environment",December,2005,28,2
CO2 enrichment predisposes foliage of a eucalypt to freezing injury and reduces spring growth,1506,1515,"Plant, Cell & Environment",December,2005,28,2
Quantitative trait loci controlling aluminium tolerance in two accessions of Arabidopsis thaliana (Landsberg erecta and Cape Verde Islands),1516,1524,"Plant, Cell & Environment",December,2005,28,2
Defoliation alters the relative contributions of recent and non-recent assimilate to root exudation from Festuca rubra,1525,1533,"Plant, Cell & Environment",December,2005,28,2
Cold-induced repression of the rice anther-specific cell wall invertase gene OSINV4 is correlated with sucrose accumulation and pollen sterility,1534,1551,"Plant, Cell & Environment",December,2005,28,2
Leaf internal diffusion conductance limits photosynthesis more strongly in older leaves of Mediterranean evergreen broad-leaved species,1552,1566,"Plant, Cell & Environment",December,2005,28,2
"Seasonal shifts in dormancy status, carbohydrate metabolism, and related gene expression in crown buds of leafy spurge ",1567,1578,"Plant, Cell & Environment",December,2005,28,2
"Low night temperature and inhibition of gibberellin biosynthesis override phytochrome action and induce bud set and cold acclimation, but not dormancy in PHYA overexpressors and wild-type of hybrid aspen ",1579,1588,"Plant, Cell & Environment",December,2005,28,2
Effects of nitrogen nutrition on the relationships between the levels of rbcS and rbcL mRNAs and the amount of ribulose 1·5-bisphosphate carboxylase/oxygenase synthesized in the eighth leaves of rice from emergence through senescence,1589,1600,"Plant, Cell & Environment",December,2005,28,2
"Near-term impacts of elevated CO2, nitrogen and fungal endophyte-infection on Lolium perenne L. growth, chemical composition and alkaloid production ",1345,1354,"Plant, Cell & Environment",November,2005,28,1
Correlation between leaf growth variables suggest intrinsic and early controls of leaf size in Arabidopsis thaliana,1355,1366,"Plant, Cell & Environment",November,2005,28,1
The combined action of 9 lipoxygenase and galactolipase is sufficient to bring about programmed cell death during tobacco hypersensitive response,1367,1378,"Plant, Cell & Environment",November,2005,28,1
Microelectrode and 133Cs nuclear magnetic resonance evidence for variable cytosolic and cytoplasmic nitrate pools in maize root tips,1379,1387,"Plant, Cell & Environment",November,2005,28,1
Are the carbon costs of seed production related to the quantitative and qualitative performance? An appraisal for legumes and other crops,1388,1395,"Plant, Cell & Environment",November,2005,28,1
"Nitrogen acquisition, PEP carboxylase, and cellular pH homeostasis: new views on old paradigms ",1396,1409,"Plant, Cell & Environment",November,2005,28,1
Cell-wall pectin and its degree of methylation in the maize root-apex: significance for genotypic differences in aluminium resistance,1410,1420,"Plant, Cell & Environment",November,2005,28,1
Photosynthesis and carbohydrate metabolism in tobacco leaves during an incompatible interaction with  Phytophthora nicotianae,1421,1435,"Plant, Cell & Environment",November,2005,28,1
Citrus abscission and Arabidopsis plant decline in response to 5-chloro-3-methyl-4-nitro-1H-pyrazole are mediated by lipid signalling,1436,1449,"Plant, Cell & Environment",November,2005,28,1
A new precipitation technique provides evidence for the permeability of Casparian bands to ions in young roots of corn (Zea mays L.) and rice (Oryza sativa L.),1450,1462,"Plant, Cell & Environment",November,2005,28,1
Physiological changes in white lupin associated with variation in root-zone CO2 concentration and cluster-root P mobilization,1203,1217,"Plant, Cell & Environment",October,2005,28,0
"Effect of external pH on the growth, photosynthesis and photosynthetic electron transport of Chlamydomonas acidophila Negoro, isolated from an extremely acidic lake (pH 2.6) ",1218,1229,"Plant, Cell & Environment",October,2005,28,0
Screening plants for salt tolerance by measuring K+ flux: a case study for barley,1230,1246,"Plant, Cell & Environment",October,2005,28,0
Nitrogen delivery to maize via mycorrhizal hyphae depends on the form of N supplied,1247,1254,"Plant, Cell & Environment",October,2005,28,0
Naturally occurring variation in high temperature induced floral bud abortion across Arabidopsis thaliana accessions,1255,1266,"Plant, Cell & Environment",October,2005,28,0
Analysis of gene expression profiles in Arabidopsis salt overly sensitive mutants sos2−1 and sos3 −1,1267,1275,"Plant, Cell & Environment",October,2005,28,0
Ca2+ and AtCaM3 are involved in the expression of heat shock protein gene in Arabidopsis,1276,1284,"Plant, Cell & Environment",October,2005,28,0
Sap salinity effects on xylem conductivity in two mangrove species,1285,1292,"Plant, Cell & Environment",October,2005,28,0
The roles of redox processes in pea nodule development and senescence,1293,1304,"Plant, Cell & Environment",October,2005,28,0
A portable integrated automatic apparatus for the real-time monitoring of bioluminescence in plants,1305,1315,"Plant, Cell & Environment",October,2005,28,0
A unique mode of parasitism in the conifer coral tree Parasitaxus ustus (Podocarpaceae),1316,1325,"Plant, Cell & Environment",October,2005,28,0
Light-dependent conversion of carotenoids in the parasitic angiosperm Cuscuta reflexa L.,1326,1333,"Plant, Cell & Environment",October,2005,28,0
Ozone induced emissions of biogenic VOC from tobacco: relationships between ozone uptake and emission of LOX products,1334,1343,"Plant, Cell & Environment",October,2005,28,0
"Ascorbate content of wheat leaves is not determined by maximal l-galactono-1,4-lactone dehydrogenase (GalLDH) activity under drought stress ",1073,1081,"Plant, Cell & Environment",September,2005,28,9
The spatial pattern of air seeding thresholds in mature sugar maple trees,1082,1089,"Plant, Cell & Environment",September,2005,28,9
Climatic adaptation in Picea abies progenies is affected by the temperature during zygotic embryogenesis and seed maturation,1090,1102,"Plant, Cell & Environment",September,2005,28,9
"Axial and radial profiles in conductivities, water storage and native embolism in trunks of young and old-growth ponderosa pine trees ",1103,1113,"Plant, Cell & Environment",September,2005,28,9
Phosphorylation regulated ion-binding is a property shared by the acidic subclass dehydrins,1114,1122,"Plant, Cell & Environment",September,2005,28,9
Evidence for alternative electron sinks to photosynthetic carbon assimilation in the high mountain plant species Ranunculus glacialis,1123,1135,"Plant, Cell & Environment",September,2005,28,9
"Ethene (ethylene) production in the marine macroalga Ulva (Enteromorpha) intestinalis L. (Chlorophyta, Ulvophyceae): effect of light-stress and co-production with dimethyl sulphide ",1136,1145,"Plant, Cell & Environment",September,2005,28,9
Multiple iso-proteins of FNR in Arabidopsis: evidence for different contributions to chloroplast function and nitrogen assimilation,1146,1157,"Plant, Cell & Environment",September,2005,28,9
Foliage randomness and light interception in 3-D digitized trees: an analysis from multiscale discretization of the canopy,1158,1170,"Plant, Cell & Environment",September,2005,28,9
NO signalling in cytokinin-induced programmed cell death,1171,1178,"Plant, Cell & Environment",September,2005,28,9
Hydathodal leaf teeth of Chloranthus japonicus (Chloranthaceae) prevent guttation-induced flooding of the mesophyll,1179,1190,"Plant, Cell & Environment",September,2005,28,9
Low temperature and mechanical stresses differently gate aquaporins of root cortical cells of chilling-sensitive cucumber and -resistant figleaf gourd,1191,1202,"Plant, Cell & Environment",September,2005,28,9
Assessing the future global impacts of ozone on vegetation,949,964,"Plant, Cell & Environment",August,2005,28,8
Scaling ozone responses of forest trees to the ecosystem level in a changing climate,965,981,"Plant, Cell & Environment",August,2005,28,8
"Impact of rising tropospheric ozone on potato: effects on photosynthesis, growth, productivity and yield quality ",982,996,"Plant, Cell & Environment",August,2005,28,8
"Crop responses to ozone: uptake, modes of action, carbon assimilation and partitioning ",997,1011,"Plant, Cell & Environment",August,2005,28,8
"Oxidative stress and ozone: perception, signalling and response ",1012,1020,"Plant, Cell & Environment",August,2005,28,8
Signalling and cell death in ozone-exposed plants,1021,1036,"Plant, Cell & Environment",August,2005,28,8
Singlet oxygen and photo-oxidative stress management in plants and algae,1037,1045,"Plant, Cell & Environment",August,2005,28,8
The influence of the light environment and photosynthesis on oxidative signalling responses in plant–biotrophic pathogen interactions,1046,1055,"Plant, Cell & Environment",August,2005,28,8
Oxidant and antioxidant signalling in plants: a re-evaluation of the concept of oxidative stress in a physiological context,1056,1071,"Plant, Cell & Environment",August,2005,28,8
"Responses of net ecosystem CO2 exchange in managed grassland to long-term CO2 enrichment, N fertilization and plant species ",823,833,"Plant, Cell & Environment",July,2005,28,7
"Stomatal, mesophyll conductance and biochemical limitations to photosynthesis as affected by drought and leaf ontogeny in ash and oak trees ",834,849,"Plant, Cell & Environment",July,2005,28,7
"Expression of potassium-transporter coding genes, and kinetics of rubidium uptake, along a longitudinal root axis ",850,862,"Plant, Cell & Environment",July,2005,28,7
A mitochondrial half-size ABC transporter is involved in cadmium tolerance in Chlamydomonas reinhardtii,863,873,"Plant, Cell & Environment",July,2005,28,7
Differences in the success of sugar maple and red maple seedlings on acid soils are influenced by nutrient dynamics and light environment,874,885,"Plant, Cell & Environment",July,2005,28,7
Role of ethylene in the regulation of cell death and leaf loss in ozone-exposed European beech,886,897,"Plant, Cell & Environment",July,2005,28,7
Development of the capacity for isoprene emission in kudzu,898,905,"Plant, Cell & Environment",July,2005,28,7
Temporal photosynthetic carbon isotope signatures revealed in a tree ring through 13CO2 pulse-labelling,906,915,"Plant, Cell & Environment",July,2005,28,7
Leaf anatomy as a constraint for photosynthetic acclimation: differential responses in leaf anatomy to increasing growth irradiance among three deciduous trees,916,927,"Plant, Cell & Environment",July,2005,28,7
Contrasting phosphate acquisition of mycorrhizal fungi with that of root hairs using the root hairless barley mutant,928,938,"Plant, Cell & Environment",July,2005,28,7
Evidence of drought-induced stress on biotic crust moss in the Mojave Desert,939,947,"Plant, Cell & Environment",July,2005,28,7
"Identification and characterization of QTL underlying whole-plant physiology in Arabidopsis thaliana: δ13C, stomatal conductance and transpiration efficiency ",697,708,"Plant, Cell & Environment",June,2005,28,6
Hydrophilins from distant organisms can protect enzymatic activities from water limitation effects in vitro,709,718,"Plant, Cell & Environment",June,2005,28,6
"Auxin and ethylene interactions control mitotic activity of the quiescent centre, root cap size, and pattern of cap cell differentiation in maize ",719,732,"Plant, Cell & Environment",June,2005,28,6
"Stomatal density, anatomy and nutrient concentrations of Scots pine needles are affected by elevated CO2 and temperature ",733,749,"Plant, Cell & Environment",June,2005,28,6
Circadian regulation of leaf hydraulic conductance in sunflower (Helianthus annuus L. cv Margot),750,759,"Plant, Cell & Environment",June,2005,28,6
Response of mitochondria to light intensity in the leaves of sun and shade species,760,771,"Plant, Cell & Environment",June,2005,28,6
Salt tolerance in Eucalyptus spp.: identity and response of putative osmolytes,772,787,"Plant, Cell & Environment",June,2005,28,6
Differential accumulation of maysin and rhamnosylisoorientin in leaves of high-altitude landraces of maize after UV-B exposure,788,799,"Plant, Cell & Environment",June,2005,28,6
Inter-vessel pitting and cavitation in woody Rosaceae and other vesselled plants: a basis for a safety versus efficiency trade-off in xylem transport,800,812,"Plant, Cell & Environment",June,2005,28,6
Uptake and assimilation of nitrogen from solutions containing multiple N sources,813,821,"Plant, Cell & Environment",June,2005,28,6
Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves,571,579,"Plant, Cell & Environment",May,2005,28,5
Origins of non-linear and dissimilar relationships between epidermal UV absorbance and UV absorbance of extracted phenolics in leaves of grapevine and barley,580,590,"Plant, Cell & Environment",May,2005,28,5
Use of carbon-11 in Populus shows that exogenous jasmonic acid increases biosynthesis of isoprene from recently fixed carbon,591,602,"Plant, Cell & Environment",May,2005,28,5
The effect of ozone on the emission of carbonyls from leaves of adult Fagus sylvatica,603,611,"Plant, Cell & Environment",May,2005,28,5
"Biochemical and ecological characterization of two peroxidase isoenzymes from the mangrove,  Rhizophora mangle ",612,622,"Plant, Cell & Environment",May,2005,28,5
Other factors than apoplastic ascorbate contribute to the differential ozone tolerance of two clones of Trifolium repens L.,623,632,"Plant, Cell & Environment",May,2005,28,5
Dynamics of stomatal patches for a single surface of Xanthium strumarium L. leaves observed with fluorescence and thermal images,633,641,"Plant, Cell & Environment",May,2005,28,5
Functional diversity in arbuscular mycorrhizas: exploitation of soil patches with different phosphate enrichment differs among fungal species,642,650,"Plant, Cell & Environment",May,2005,28,5
Fruit-bearing branchlets are carbon autonomous in mature broad-leaved temperate forest trees,651,659,"Plant, Cell & Environment",May,2005,28,5
Effects of stand age and tree species on canopy transpiration and average stomatal conductance of boreal forests,660,678,"Plant, Cell & Environment",May,2005,28,5
A gibberellin-regulated protein phosphorylated by a putative Ca2+-dependent protein kinase is G-protein mediated in rice root,679,687,"Plant, Cell & Environment",May,2005,28,5
Oxygen concentration affects nodule anatomy and nitrogenase activity of Alnus maritima,688,696,"Plant, Cell & Environment",May,2005,28,5
Transgenic rice hybrids that carry the Rf-1 gene at multiple loci show improved fertility at low temperature,425,431,"Plant, Cell & Environment",April,2005,28,4
Arabidopsis AtcwINV3 and 6 are not invertases but are fructan exohydrolases (FEHs) with different substrate specificities,432,443,"Plant, Cell & Environment",April,2005,28,4
Suberin lamella development in maize seedling roots grown in aerated and stagnant conditions,444,455,"Plant, Cell & Environment",April,2005,28,4
Comparative analysis of end wall resistivity in xylem conduits,456,465,"Plant, Cell & Environment",April,2005,28,4
Sensitivity of Laminariales zoospores from Helgoland (North Sea) to ultraviolet and photosynthetically active radiation: implications for depth distribution and seasonal reproduction,466,479,"Plant, Cell & Environment",April,2005,28,4
Phycobiliprotein fluorescence of Nostoc punctiforme changes during the life cycle and chromatic adaptation: characterization by spectral confocal laser scanning microscopy and spectral unmixing,480,491,"Plant, Cell & Environment",April,2005,28,4
Long-term hydraulic acclimation to soil texture and radiation load in cotton,492,499,"Plant, Cell & Environment",April,2005,28,4
"Nitrate, a signal relieving seed dormancy in Arabidopsis ",500,512,"Plant, Cell & Environment",April,2005,28,4
"Salt-induced expression of peroxisome-associated genes requires components of the ethylene, jasmonate and abscisic acid signalling pathways ",513,524,"Plant, Cell & Environment",April,2005,28,4
A cohesion/tension model for the gating of aquaporins allows estimation of water channel pore volumes in Chara,525,535,"Plant, Cell & Environment",April,2005,28,4
Temperature acclimation of photosynthesis in spinach leaves: analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions,536,547,"Plant, Cell & Environment",April,2005,28,4
In planta measurements of oxidative bursts elicited by avirulent and virulent bacterial pathogens suggests that H2O2 is insufficient to elicit cell death in tobacco,548,561,"Plant, Cell & Environment",April,2005,28,4
Root navigation by self inhibition,562,569,"Plant, Cell & Environment",April,2005,28,4
"Effects of moderate heat stress on photosynthesis: importance of thylakoid reactions, rubisco deactivation, reactive oxygen species, and thermotolerance provided by isoprene ",269,277,"Plant, Cell & Environment",March,2005,28,3
"Linking isoprene with plant thermotolerance, antioxidants and monoterpene emissions ",278,286,"Plant, Cell & Environment",March,2005,28,3
Coupling isoprene and monoterpene emissions from Amazonian tree species with physiological and environmental parameters using a neural network approach,287,301,"Plant, Cell & Environment",March,2005,28,3
Growth at moderately elevated temperature alters the physiological response of the photosynthetic apparatus to heat stress in pea (Pisum sativum L.) leaves,302,317,"Plant, Cell & Environment",March,2005,28,3
On the relationship between isoprene emission and thermotolerance in Phragmites australis leaves exposed to high temperatures and during the recovery from a heat stress,318,327,"Plant, Cell & Environment",March,2005,28,3
Identification of rice root proteins regulated by gibberellin using proteome analysis,328,339,"Plant, Cell & Environment",March,2005,28,3
Light-induced transient ion flux responses from maize leaves and their association with leaf growth and photosynthesis,340,352,"Plant, Cell & Environment",March,2005,28,3
Regulation of the expression of OsIPS1 and OsIPS2 in rice via systemic and local Pi signalling and hormones,353,364,"Plant, Cell & Environment",March,2005,28,3
Ectopic expression of nicotianamine synthase genes results in improved iron accumulation and increased nickel tolerance in transgenic tobacco,365,374,"Plant, Cell & Environment",March,2005,28,3
Adjustment of leaf photosynthesis to shade in a natural canopy: rate parameters,375,388,"Plant, Cell & Environment",March,2005,28,3
Adjustment of leaf photosynthesis to shade in a natural canopy: reallocation of nitrogen,389,401,"Plant, Cell & Environment",March,2005,28,3
Indirect effects of insect herbivory on leaf gas exchange in soybean,402,411,"Plant, Cell & Environment",March,2005,28,3
Net primary production and light use efficiency in a mixed coniferous forest in Sweden,412,423,"Plant, Cell & Environment",March,2005,28,3
Accumulation and localization of aluminium in root tips of loblolly pine seedlings and the associated ectomycorrhiza Pisolithus tinctorius,111,120,"Plant, Cell & Environment",February,2005,28,2
Blockage of apoplastic bypass-flow of water in rice roots by insoluble salt precipitates analogous to a Pfeffer cell,121,133,"Plant, Cell & Environment",February,2005,28,2
"Circumnutation of rice coleoptiles: its occurrence, regulation by phytochrome, and relationship with gravitropism ",134,146,"Plant, Cell & Environment",February,2005,28,2
"OsAGAP, an ARF-GAP from rice, regulates root development mediated by auxin in Arabidopsis ",147,156,"Plant, Cell & Environment",February,2005,28,2
Transverse hydraulic redistribution by a grapevine,157,166,"Plant, Cell & Environment",February,2005,28,2
Influence of anoxia on whole plant sulphur nutrition of flooding-tolerant poplar (Populus tremula × P. alba),167,175,"Plant, Cell & Environment",February,2005,28,2
Genetic diversity for drought resistance in wild emmer wheat and its ecogeographical associations,176,191,"Plant, Cell & Environment",February,2005,28,2
Within-stem oxygen concentration and sap flow in four temperate tree species: does long-lived xylem parenchyma experience hypoxia?,192,201,"Plant, Cell & Environment",February,2005,28,2
Salt-stress signalling and the role of calcium in the regulation of the Arabidopsis ATHB7 gene,202,210,"Plant, Cell & Environment",February,2005,28,2
