term,freq,journal,year
near,2,Physiologia Plantarum,2013
neck,1,Physiologia Plantarum,2013
need,1,Physiologia Plantarum,2013
needed,1,Physiologia Plantarum,2013
negatively,1,Physiologia Plantarum,2013
network,1,Physiologia Plantarum,2013
new,1,Physiologia Plantarum,2013
nicotiana,2,Physiologia Plantarum,2013
nigrescens,1,Physiologia Plantarum,2013
nitrate,2,Physiologia Plantarum,2013
nitric,2,Physiologia Plantarum,2013
nitrogen,4,Physiologia Plantarum,2013
nitrosylated,1,Physiologia Plantarum,2013
nodules,2,Physiologia Plantarum,2013
non,3,Physiologia Plantarum,2013
norway,1,Physiologia Plantarum,2013
not,4,Physiologia Plantarum,2013
novel,4,Physiologia Plantarum,2013
novo,1,Physiologia Plantarum,2013
npq,1,Physiologia Plantarum,2013
number,1,Physiologia Plantarum,2013
nutrition,1,Physiologia Plantarum,2013
o,1,Physiologia Plantarum,2013
occurrence,1,Physiologia Plantarum,2013
occurring,1,Physiologia Plantarum,2013
officinale,1,Physiologia Plantarum,2013
olive,1,Physiologia Plantarum,2013
ontogeny,1,Physiologia Plantarum,2013
opening,1,Physiologia Plantarum,2013
opinion,1,Physiologia Plantarum,2013
orange,1,Physiologia Plantarum,2013
organ,2,Physiologia Plantarum,2013
organellar,1,Physiologia Plantarum,2013
organogenesis,1,Physiologia Plantarum,2013
osmotic,2,Physiologia Plantarum,2013
osmoticum,1,Physiologia Plantarum,2013
osnpr,1,Physiologia Plantarum,2013
ovaries,1,Physiologia Plantarum,2013
over,1,Physiologia Plantarum,2013
oxidase,1,Physiologia Plantarum,2013
oxidative,1,Physiologia Plantarum,2013
oxide,2,Physiologia Plantarum,2013
oxygen,3,Physiologia Plantarum,2013
oxylipin,1,Physiologia Plantarum,2013
ozone,1,Physiologia Plantarum,2013
p,1,Physiologia Plantarum,2013
pad,1,Physiologia Plantarum,2013
parsing,1,Physiologia Plantarum,2013
parthenocarpic,1,Physiologia Plantarum,2013
partial,1,Physiologia Plantarum,2013
partitioning,2,Physiologia Plantarum,2013
partners,1,Physiologia Plantarum,2013
pathway,4,Physiologia Plantarum,2013
pathways,2,Physiologia Plantarum,2013
pattern,1,Physiologia Plantarum,2013
patterns,1,Physiologia Plantarum,2013
pb,1,Physiologia Plantarum,2013
pea,3,Physiologia Plantarum,2013
pear,1,Physiologia Plantarum,2013
peas,1,Physiologia Plantarum,2013
pectin,1,Physiologia Plantarum,2013
peel,3,Physiologia Plantarum,2013
peels,1,Physiologia Plantarum,2013
pendula,1,Physiologia Plantarum,2013
pepper,1,Physiologia Plantarum,2013
perennials,1,Physiologia Plantarum,2013
performance,1,Physiologia Plantarum,2013
pericallis,1,Physiologia Plantarum,2013
peroxidases,1,Physiologia Plantarum,2013
peroxiredoxin,1,Physiologia Plantarum,2013
perspectives,2,Physiologia Plantarum,2013
perturbed,1,Physiologia Plantarum,2013
petal,2,Physiologia Plantarum,2013
phaeophyceae,1,Physiologia Plantarum,2013
phenotype,1,Physiologia Plantarum,2013
phosphorelay,1,Physiologia Plantarum,2013
phosphorus,1,Physiologia Plantarum,2013
phosphotransfer,1,Physiologia Plantarum,2013
photoacclimation,1,Physiologia Plantarum,2013
photochemical,1,Physiologia Plantarum,2013
photoinhibition,1,Physiologia Plantarum,2013
photooxidative,1,Physiologia Plantarum,2013
photooxidized,1,Physiologia Plantarum,2013
photoprotection,3,Physiologia Plantarum,2013
photorespiration,2,Physiologia Plantarum,2013
photosynthesis,6,Physiologia Plantarum,2013
photosynthetic,6,Physiologia Plantarum,2013
phyllostachys,1,Physiologia Plantarum,2013
physiological,6,Physiologia Plantarum,2013
physiology,1,Physiologia Plantarum,2013
phytochemistry,1,Physiologia Plantarum,2013
phytoplasma,1,Physiologia Plantarum,2013
picea,1,Physiologia Plantarum,2013
pinus,1,Physiologia Plantarum,2013
pisum,2,Physiologia Plantarum,2013
pivotal,1,Physiologia Plantarum,2013
plant,9,Physiologia Plantarum,2013
plants,8,Physiologia Plantarum,2013
plasma,1,Physiologia Plantarum,2013
plasmodesmata,2,Physiologia Plantarum,2013
plastid,1,Physiologia Plantarum,2013
platanin,1,Physiologia Plantarum,2013
pollination,1,Physiologia Plantarum,2013
pollution,1,Physiologia Plantarum,2013
polyamine,1,Physiologia Plantarum,2013
polyamines,2,Physiologia Plantarum,2013
polygalacturonic,1,Physiologia Plantarum,2013
polymerase,1,Physiologia Plantarum,2013
poplar,1,Physiologia Plantarum,2013
populin,1,Physiologia Plantarum,2013
populus,3,Physiologia Plantarum,2013
possible,1,Physiologia Plantarum,2013
potassium,1,Physiologia Plantarum,2013
potato,1,Physiologia Plantarum,2013
potential,2,Physiologia Plantarum,2013
pre,1,Physiologia Plantarum,2013
precursor,1,Physiologia Plantarum,2013
pressure,1,Physiologia Plantarum,2013
previously,1,Physiologia Plantarum,2013
primary,1,Physiologia Plantarum,2013
prior,1,Physiologia Plantarum,2013
priority,1,Physiologia Plantarum,2013
profile,1,Physiologia Plantarum,2013
profiles,2,Physiologia Plantarum,2013
profiling,1,Physiologia Plantarum,2013
promotes,1,Physiologia Plantarum,2013
properties,2,Physiologia Plantarum,2013
proportion,1,Physiologia Plantarum,2013
protect,1,Physiologia Plantarum,2013
protein,2,Physiologia Plantarum,2013
proteins,5,Physiologia Plantarum,2013
proteomic,1,Physiologia Plantarum,2013
protochlorophyll,1,Physiologia Plantarum,2013
protochlorophyllide,1,Physiologia Plantarum,2013
proton,2,Physiologia Plantarum,2013
protoplasts,1,Physiologia Plantarum,2013
provokes,1,Physiologia Plantarum,2013
psbs,1,Physiologia Plantarum,2013
pubescens,1,Physiologia Plantarum,2013
pulses,1,Physiologia Plantarum,2013
pump,1,Physiologia Plantarum,2013
pumps,1,Physiologia Plantarum,2013
pusillum,1,Physiologia Plantarum,2013
qtl,1,Physiologia Plantarum,2013
quantification,1,Physiologia Plantarum,2013
quantitative,1,Physiologia Plantarum,2013
quinone,1,Physiologia Plantarum,2013
r,2,Physiologia Plantarum,2013
radiata,1,Physiologia Plantarum,2013
radiation,6,Physiologia Plantarum,2013
radio,1,Physiologia Plantarum,2013
rate,2,Physiologia Plantarum,2013
rates,1,Physiologia Plantarum,2013
re,2,Physiologia Plantarum,2013
reactive,2,Physiologia Plantarum,2013
reca,1,Physiologia Plantarum,2013
recover,1,Physiologia Plantarum,2013
recovery,3,Physiologia Plantarum,2013
redistribution,1,Physiologia Plantarum,2013
redox,1,Physiologia Plantarum,2013
reduced,2,Physiologia Plantarum,2013
reductases,1,Physiologia Plantarum,2013
reduction,2,Physiologia Plantarum,2013
reference,1,Physiologia Plantarum,2013
reflectivity,1,Physiologia Plantarum,2013
regeneration,1,Physiologia Plantarum,2013
regulate,1,Physiologia Plantarum,2013
regulated,1,Physiologia Plantarum,2013
regulates,2,Physiologia Plantarum,2013
regulation,4,Physiologia Plantarum,2013
regulator,1,Physiologia Plantarum,2013
regulatory,1,Physiologia Plantarum,2013
related,3,Physiologia Plantarum,2013
relation,2,Physiologia Plantarum,2013
relations,1,Physiologia Plantarum,2013
relationship,1,Physiologia Plantarum,2013
relationships,1,Physiologia Plantarum,2013
repair,1,Physiologia Plantarum,2013
reproductive,2,Physiologia Plantarum,2013
reserve,1,Physiologia Plantarum,2013
resistance,5,Physiologia Plantarum,2013
resistant,1,Physiologia Plantarum,2013
respiratory,1,Physiologia Plantarum,2013
responding,2,Physiologia Plantarum,2013
response,8,Physiologia Plantarum,2013
responses,6,Physiologia Plantarum,2013
responsive,3,Physiologia Plantarum,2013
retain,1,Physiologia Plantarum,2013
retrograde,1,Physiologia Plantarum,2013
reveal,1,Physiologia Plantarum,2013
revealed,2,Physiologia Plantarum,2013
reveals,1,Physiologia Plantarum,2013
rice,9,Physiologia Plantarum,2013
ripened,1,Physiologia Plantarum,2013
ripening,2,Physiologia Plantarum,2013
robusta,1,Physiologia Plantarum,2013
role,5,Physiologia Plantarum,2013
roles,3,Physiologia Plantarum,2013
root,5,Physiologia Plantarum,2013
rooted,2,Physiologia Plantarum,2013
roots,6,Physiologia Plantarum,2013
rosa,1,Physiologia Plantarum,2013
s,4,Physiologia Plantarum,2013
saline,1,Physiologia Plantarum,2013
salinity,4,Physiologia Plantarum,2013
salix,1,Physiologia Plantarum,2013
salt,3,Physiologia Plantarum,2013
saplings,1,Physiologia Plantarum,2013
sativum,2,Physiologia Plantarum,2013
scales,1,Physiologia Plantarum,2013
sclerification,1,Physiologia Plantarum,2013
screening,2,Physiologia Plantarum,2013
scytosiphon,1,Physiologia Plantarum,2013
season,1,Physiologia Plantarum,2013
secondary,2,Physiologia Plantarum,2013
secretion,1,Physiologia Plantarum,2013
seed,1,Physiologia Plantarum,2013
seedling,1,Physiologia Plantarum,2013
seedlings,5,Physiologia Plantarum,2013
seeds,3,Physiologia Plantarum,2013
segments,1,Physiologia Plantarum,2013
self,2,Physiologia Plantarum,2013
senescence,2,Physiologia Plantarum,2013
sensitivity,1,Physiologia Plantarum,2013
sequencing,1,Physiologia Plantarum,2013
severe,1,Physiologia Plantarum,2013
sex,1,Physiologia Plantarum,2013
shade,1,Physiologia Plantarum,2013
shaded,1,Physiologia Plantarum,2013
shallow,1,Physiologia Plantarum,2013
sheath,1,Physiologia Plantarum,2013
shoot,1,Physiologia Plantarum,2013
shoots,1,Physiologia Plantarum,2013
short,1,Physiologia Plantarum,2013
show,1,Physiologia Plantarum,2013
signaling,4,Physiologia Plantarum,2013
significantly,1,Physiologia Plantarum,2013
silencing,1,Physiologia Plantarum,2013
silver,1,Physiologia Plantarum,2013
simulated,1,Physiologia Plantarum,2013
simultaneous,1,Physiologia Plantarum,2013
sisymbrium,1,Physiologia Plantarum,2013
situ,1,Physiologia Plantarum,2013
six,1,Physiologia Plantarum,2013
size,1,Physiologia Plantarum,2013
slnac,1,Physiologia Plantarum,2013
slsrs,1,Physiologia Plantarum,2013
snrk,1,Physiologia Plantarum,2013
soil,2,Physiologia Plantarum,2013
solar,1,Physiologia Plantarum,2013
solution,1,Physiologia Plantarum,2013
somatic,1,Physiologia Plantarum,2013
sorghum,1,Physiologia Plantarum,2013
soybean,2,Physiologia Plantarum,2013
special,1,Physiologia Plantarum,2013
speciation,1,Physiologia Plantarum,2013
species,7,Physiologia Plantarum,2013
specific,4,Physiologia Plantarum,2013
spectroscopy,1,Physiologia Plantarum,2013
sporopollenin,1,Physiologia Plantarum,2013
spruce,2,Physiologia Plantarum,2013
srnaome,1,Physiologia Plantarum,2013
ssh,1,Physiologia Plantarum,2013
stabilizing,1,Physiologia Plantarum,2013
stage,1,Physiologia Plantarum,2013
stages,3,Physiologia Plantarum,2013
starch,1,Physiologia Plantarum,2013
status,1,Physiologia Plantarum,2013
stem,1,Physiologia Plantarum,2013
stems,1,Physiologia Plantarum,2013
steps,1,Physiologia Plantarum,2013
stimulation,1,Physiologia Plantarum,2013
stomatal,2,Physiologia Plantarum,2013
storage,2,Physiologia Plantarum,2013
strategies,2,Physiologia Plantarum,2013
strawberry,1,Physiologia Plantarum,2013
streptophyte,1,Physiologia Plantarum,2013
stress,17,Physiologia Plantarum,2013
stressed,2,Physiologia Plantarum,2013
stresses,4,Physiologia Plantarum,2013
structure,2,Physiologia Plantarum,2013
study,4,Physiologia Plantarum,2013
subalpine,1,Physiologia Plantarum,2013
subjected,2,Physiologia Plantarum,2013
submerged,1,Physiologia Plantarum,2013
sucrose,1,Physiologia Plantarum,2013
sugar,2,Physiologia Plantarum,2013
sun,1,Physiologia Plantarum,2013
supercooling,1,Physiologia Plantarum,2013
superoxide,1,Physiologia Plantarum,2013
supply,2,Physiologia Plantarum,2013
surface,1,Physiologia Plantarum,2013
survival,3,Physiologia Plantarum,2013
susceptibility,1,Physiologia Plantarum,2013
sweet,1,Physiologia Plantarum,2013
sweetpotato,2,Physiologia Plantarum,2013
symplastic,1,Physiologia Plantarum,2013
synchronization,1,Physiologia Plantarum,2013
synthase,1,Physiologia Plantarum,2013
synthesis,2,Physiologia Plantarum,2013
synthesized,1,Physiologia Plantarum,2013
synthetase,1,Physiologia Plantarum,2013
system,3,Physiologia Plantarum,2013
tabacum,1,Physiologia Plantarum,2013
tac,4,Physiologia Plantarum,2013
tacipk,1,Physiologia Plantarum,2013
tahps,1,Physiologia Plantarum,2013
targeted,1,Physiologia Plantarum,2013
telomerase,1,Physiologia Plantarum,2013
temperature,7,Physiologia Plantarum,2013
temporal,1,Physiologia Plantarum,2013
term,2,Physiologia Plantarum,2013
testing,1,Physiologia Plantarum,2013
thaliana,5,Physiologia Plantarum,2013
than,1,Physiologia Plantarum,2013
three,1,Physiologia Plantarum,2013
through,2,Physiologia Plantarum,2013
throughput,1,Physiologia Plantarum,2013
thylakoid,1,Physiologia Plantarum,2013
time,1,Physiologia Plantarum,2013
timing,1,Physiologia Plantarum,2013
tip,1,Physiologia Plantarum,2013
tissue,2,Physiologia Plantarum,2013
tissues,1,Physiologia Plantarum,2013
tobacco,4,Physiologia Plantarum,2013
tolerance,11,Physiologia Plantarum,2013
tolerances,1,Physiologia Plantarum,2013
tomato,4,Physiologia Plantarum,2013
tonoplast,1,Physiologia Plantarum,2013
tools,1,Physiologia Plantarum,2013
trait,1,Physiologia Plantarum,2013
traits,2,Physiologia Plantarum,2013
transcript,1,Physiologia Plantarum,2013
transcription,3,Physiologia Plantarum,2013
transcriptional,2,Physiologia Plantarum,2013
transcriptionally,1,Physiologia Plantarum,2013
transcripts,1,Physiologia Plantarum,2013
transgenic,3,Physiologia Plantarum,2013
transient,1,Physiologia Plantarum,2013
transitions,2,Physiologia Plantarum,2013
transitory,1,Physiologia Plantarum,2013
transmethylation,1,Physiologia Plantarum,2013
transmittance,1,Physiologia Plantarum,2013
transpiration,3,Physiologia Plantarum,2013
transport,1,Physiologia Plantarum,2013
transporter,1,Physiologia Plantarum,2013
treatment,2,Physiologia Plantarum,2013
trees,3,Physiologia Plantarum,2013
trehalose,1,Physiologia Plantarum,2013
tropical,1,Physiologia Plantarum,2013
truncatula,1,Physiologia Plantarum,2013
tulipa,1,Physiologia Plantarum,2013
two,4,Physiologia Plantarum,2013
type,1,Physiologia Plantarum,2013
ultrasonic,1,Physiologia Plantarum,2013
ultrastructure,1,Physiologia Plantarum,2013
ultraviolet,1,Physiologia Plantarum,2013
understanding,2,Physiologia Plantarum,2013
understory,1,Physiologia Plantarum,2013
unknown,1,Physiologia Plantarum,2013
up,1,Physiologia Plantarum,2013
upon,1,Physiologia Plantarum,2013
uptake,2,Physiologia Plantarum,2013
usage,1,Physiologia Plantarum,2013
use,2,Physiologia Plantarum,2013
using,2,Physiologia Plantarum,2013
uv,7,Physiologia Plantarum,2013
uvb,1,Physiologia Plantarum,2013
vapor,1,Physiologia Plantarum,2013
variation,2,Physiologia Plantarum,2013
variety,1,Physiologia Plantarum,2013
various,2,Physiologia Plantarum,2013
vary,1,Physiologia Plantarum,2013
vegetative,1,Physiologia Plantarum,2013
vinifera,1,Physiologia Plantarum,2013
viologen,1,Physiologia Plantarum,2013
virginica,1,Physiologia Plantarum,2013
vitis,2,Physiologia Plantarum,2013
vitro,2,Physiologia Plantarum,2013
wall,1,Physiologia Plantarum,2013
walls,2,Physiologia Plantarum,2013
warming,1,Physiologia Plantarum,2013
water,7,Physiologia Plantarum,2013
watered,1,Physiologia Plantarum,2013
watering,1,Physiologia Plantarum,2013
waterlogging,1,Physiologia Plantarum,2013
wetland,1,Physiologia Plantarum,2013
wheat,5,Physiologia Plantarum,2013
white,3,Physiologia Plantarum,2013
whole,1,Physiologia Plantarum,2013
wide,1,Physiologia Plantarum,2013
wild,1,Physiologia Plantarum,2013
will,1,Physiologia Plantarum,2013
willow,1,Physiologia Plantarum,2013
winter,2,Physiologia Plantarum,2013
wood,1,Physiologia Plantarum,2013
woody,1,Physiologia Plantarum,2013
world,1,Physiologia Plantarum,2013
wt,1,Physiologia Plantarum,2013
xanthophyll,1,Physiologia Plantarum,2013
xylem,2,Physiologia Plantarum,2013
yeast,1,Physiologia Plantarum,2013
yield,2,Physiologia Plantarum,2013
yields,1,Physiologia Plantarum,2013
yunnanensis,1,Physiologia Plantarum,2013
zn,1,Physiologia Plantarum,2013
zone,1,Physiologia Plantarum,2013
zostera,1,Physiologia Plantarum,2013
ϵ,1,Physiologia Plantarum,2013
aba,1,Physiologia Plantarum,2014
ability,2,Physiologia Plantarum,2014
abiotic,4,Physiologia Plantarum,2014
abnormal,1,Physiologia Plantarum,2014
abscisic,2,Physiologia Plantarum,2014
absence,1,Physiologia Plantarum,2014
acclimation,6,Physiologia Plantarum,2014
accumulation,7,Physiologia Plantarum,2014
accumulator,1,Physiologia Plantarum,2014
acetylation,1,Physiologia Plantarum,2014
acid,9,Physiologia Plantarum,2014
acidification,1,Physiologia Plantarum,2014
acids,1,Physiologia Plantarum,2014
acquisition,4,Physiologia Plantarum,2014
across,1,Physiologia Plantarum,2014
action,2,Physiologia Plantarum,2014
activity,1,Physiologia Plantarum,2014
actors,1,Physiologia Plantarum,2014
acyl,3,Physiologia Plantarum,2014
acylation,1,Physiologia Plantarum,2014
adequate,1,Physiologia Plantarum,2014
adopt,1,Physiologia Plantarum,2014
adult,1,Physiologia Plantarum,2014
advances,1,Physiologia Plantarum,2014
adventitious,5,Physiologia Plantarum,2014
aestivum,2,Physiologia Plantarum,2014
affected,1,Physiologia Plantarum,2014
affecting,1,Physiologia Plantarum,2014
affects,1,Physiologia Plantarum,2014
affinity,1,Physiologia Plantarum,2014
africa,1,Physiologia Plantarum,2014
after,1,Physiologia Plantarum,2014
against,1,Physiologia Plantarum,2014
air,1,Physiologia Plantarum,2014
ait,1,Physiologia Plantarum,2014
al,1,Physiologia Plantarum,2014
albus,1,Physiologia Plantarum,2014
algae,1,Physiologia Plantarum,2014
algorithm,1,Physiologia Plantarum,2014
allantoate,1,Physiologia Plantarum,2014
allelopathic,1,Physiologia Plantarum,2014
alleviated,1,Physiologia Plantarum,2014
alleviates,1,Physiologia Plantarum,2014
alleviation,1,Physiologia Plantarum,2014
allocation,1,Physiologia Plantarum,2014
alterations,1,Physiologia Plantarum,2014
altered,1,Physiologia Plantarum,2014
alters,1,Physiologia Plantarum,2014
amidohydrolase,1,Physiologia Plantarum,2014
amino,3,Physiologia Plantarum,2014
ammonium,1,Physiologia Plantarum,2014
analyses,2,Physiologia Plantarum,2014
analysis,12,Physiologia Plantarum,2014
anastatica,1,Physiologia Plantarum,2014
anatomical,2,Physiologia Plantarum,2014
anatomy,1,Physiologia Plantarum,2014
anchored,1,Physiologia Plantarum,2014
angle,1,Physiologia Plantarum,2014
annua,1,Physiologia Plantarum,2014
annual,1,Physiologia Plantarum,2014
annuals,2,Physiologia Plantarum,2014
annuum,1,Physiologia Plantarum,2014
annuus,1,Physiologia Plantarum,2014
anthocyanin,1,Physiologia Plantarum,2014
anthocyanins,1,Physiologia Plantarum,2014
antioxidant,1,Physiologia Plantarum,2014
antisense,1,Physiologia Plantarum,2014
apoplastic,1,Physiologia Plantarum,2014
apparatus,1,Physiologia Plantarum,2014
apples,1,Physiologia Plantarum,2014
applied,1,Physiologia Plantarum,2014
approach,4,Physiologia Plantarum,2014
approaches,1,Physiologia Plantarum,2014
apx,1,Physiologia Plantarum,2014
aquaporins,1,Physiologia Plantarum,2014
arabidopsis,11,Physiologia Plantarum,2014
arabinofuranosidase,1,Physiologia Plantarum,2014
architectural,2,Physiologia Plantarum,2014
arsenic,1,Physiologia Plantarum,2014
artemisia,1,Physiologia Plantarum,2014
artifact,1,Physiologia Plantarum,2014
aspects,1,Physiologia Plantarum,2014
assessment,2,Physiologia Plantarum,2014
assimilating,1,Physiologia Plantarum,2014
assimilation,1,Physiologia Plantarum,2014
associated,4,Physiologia Plantarum,2014
association,1,Physiologia Plantarum,2014
asymmetry,1,Physiologia Plantarum,2014
atdjb,1,Physiologia Plantarum,2014
atfkbp,1,Physiologia Plantarum,2014
athb,1,Physiologia Plantarum,2014
atpase,2,Physiologia Plantarum,2014
attenuation,1,Physiologia Plantarum,2014
aureum,1,Physiologia Plantarum,2014
auxanometer,1,Physiologia Plantarum,2014
auxin,11,Physiologia Plantarum,2014
availability,3,Physiologia Plantarum,2014
avoid,1,Physiologia Plantarum,2014
b,3,Physiologia Plantarum,2014
bacteria,1,Physiologia Plantarum,2014
banksia,1,Physiologia Plantarum,2014
bark,1,Physiologia Plantarum,2014
barley,2,Physiologia Plantarum,2014
basic,1,Physiologia Plantarum,2014
basil,1,Physiologia Plantarum,2014
bean,1,Physiologia Plantarum,2014
behavior,1,Physiologia Plantarum,2014
beholder,1,Physiologia Plantarum,2014
bending,2,Physiologia Plantarum,2014
benthamiana,2,Physiologia Plantarum,2014
betaine,1,Physiologia Plantarum,2014
betula,1,Physiologia Plantarum,2014
bicarbonate,1,Physiologia Plantarum,2014
bicolor,1,Physiologia Plantarum,2014
biennials,1,Physiologia Plantarum,2014
binding,1,Physiologia Plantarum,2014
bioactive,1,Physiologia Plantarum,2014
biochemical,2,Physiologia Plantarum,2014
biofuel,1,Physiologia Plantarum,2014
biology,2,Physiologia Plantarum,2014
biomass,1,Physiologia Plantarum,2014
biosynthesis,7,Physiologia Plantarum,2014
biosynthetic,1,Physiologia Plantarum,2014
biotechnological,1,Physiologia Plantarum,2014
biotic,1,Physiologia Plantarum,2014
biotrophic,1,Physiologia Plantarum,2014
bloom,1,Physiologia Plantarum,2014
borneol,1,Physiologia Plantarum,2014
box,1,Physiologia Plantarum,2014
bpap,1,Physiologia Plantarum,2014
brassica,2,Physiologia Plantarum,2014
brassinosteroid,1,Physiologia Plantarum,2014
bread,1,Physiologia Plantarum,2014
buckwheat,1,Physiologia Plantarum,2014
bud,1,Physiologia Plantarum,2014
butyric,1,Physiologia Plantarum,2014
c,3,Physiologia Plantarum,2014
cadmium,3,Physiologia Plantarum,2014
calcium,2,Physiologia Plantarum,2014
calvin,1,Physiologia Plantarum,2014
can,1,Physiologia Plantarum,2014
canadensis,1,Physiologia Plantarum,2014
capsicum,1,Physiologia Plantarum,2014
carbohydrate,1,Physiologia Plantarum,2014
carbon,3,Physiologia Plantarum,2014
carnation,1,Physiologia Plantarum,2014
carotenogenic,1,Physiologia Plantarum,2014
case,1,Physiologia Plantarum,2014
castor,1,Physiologia Plantarum,2014
cathayana,1,Physiologia Plantarum,2014
cause,1,Physiologia Plantarum,2014
causes,1,Physiologia Plantarum,2014
cavitation,2,Physiologia Plantarum,2014
cawrky,1,Physiologia Plantarum,2014
cecidomyiid,1,Physiologia Plantarum,2014
cell,2,Physiologia Plantarum,2014
cells,2,Physiologia Plantarum,2014
cellular,2,Physiologia Plantarum,2014
central,1,Physiologia Plantarum,2014
centrifuge,1,Physiologia Plantarum,2014
cereal,1,Physiologia Plantarum,2014
cereals,1,Physiologia Plantarum,2014
chain,1,Physiologia Plantarum,2014
changes,7,Physiologia Plantarum,2014
channel,1,Physiologia Plantarum,2014
characterization,7,Physiologia Plantarum,2014
chewing,1,Physiologia Plantarum,2014
chilling,1,Physiologia Plantarum,2014
chlamydomonas,1,Physiologia Plantarum,2014
chlorophyta,1,Physiologia Plantarum,2014
chloroplast,3,Physiologia Plantarum,2014
chromium,1,Physiologia Plantarum,2014
chromomethylase,1,Physiologia Plantarum,2014
chromoplasts,1,Physiologia Plantarum,2014
citrate,2,Physiologia Plantarum,2014
citrus,1,Physiologia Plantarum,2014
clementine,1,Physiologia Plantarum,2014
clonal,1,Physiologia Plantarum,2014
clones,1,Physiologia Plantarum,2014
cloning,1,Physiologia Plantarum,2014
cluster,1,Physiologia Plantarum,2014
co,4,Physiologia Plantarum,2014
coats,1,Physiologia Plantarum,2014
coenzyme,1,Physiologia Plantarum,2014
coincides,1,Physiologia Plantarum,2014
cold,2,Physiologia Plantarum,2014
colletotrichum,1,Physiologia Plantarum,2014
combined,1,Physiologia Plantarum,2014
commercial,1,Physiologia Plantarum,2014
common,2,Physiologia Plantarum,2014
communis,1,Physiologia Plantarum,2014
comparative,3,Physiologia Plantarum,2014
comparison,1,Physiologia Plantarum,2014
composition,1,Physiologia Plantarum,2014
compound,2,Physiologia Plantarum,2014
concentration,2,Physiologia Plantarum,2014
conditions,2,Physiologia Plantarum,2014
conductance,1,Physiologia Plantarum,2014
conference,1,Physiologia Plantarum,2014
connecting,1,Physiologia Plantarum,2014
connective,1,Physiologia Plantarum,2014
consequences,1,Physiologia Plantarum,2014
contrasting,4,Physiologia Plantarum,2014
contribute,1,Physiologia Plantarum,2014
control,1,Physiologia Plantarum,2014
cool,1,Physiologia Plantarum,2014
cotton,1,Physiologia Plantarum,2014
cotyledons,1,Physiologia Plantarum,2014
could,1,Physiologia Plantarum,2014
coumaroyl,1,Physiologia Plantarum,2014
covariation,1,Physiologia Plantarum,2014
crassulacean,1,Physiologia Plantarum,2014
cress,1,Physiologia Plantarum,2014
critical,1,Physiologia Plantarum,2014
cross,1,Physiologia Plantarum,2014
crucial,1,Physiologia Plantarum,2014
crust,1,Physiologia Plantarum,2014
cucumber,3,Physiologia Plantarum,2014
cucumis,1,Physiologia Plantarum,2014
cultivars,2,Physiologia Plantarum,2014
culture,1,Physiologia Plantarum,2014
cultured,2,Physiologia Plantarum,2014
curcas,1,Physiologia Plantarum,2014
current,1,Physiologia Plantarum,2014
cuticle,1,Physiologia Plantarum,2014
cuticular,1,Physiologia Plantarum,2014
cuttings,1,Physiologia Plantarum,2014
cyanobacteria,1,Physiologia Plantarum,2014
cyanobacterium,1,Physiologia Plantarum,2014
cycle,1,Physiologia Plantarum,2014
cytoplasm,1,Physiologia Plantarum,2014
cytosolic,2,Physiologia Plantarum,2014
d,1,Physiologia Plantarum,2014
damage,1,Physiologia Plantarum,2014
data,1,Physiologia Plantarum,2014
deacclimation,1,Physiologia Plantarum,2014
deactivating,1,Physiologia Plantarum,2014
death,1,Physiologia Plantarum,2014
deciphering,1,Physiologia Plantarum,2014
defense,1,Physiologia Plantarum,2014
defensive,1,Physiologia Plantarum,2014
deficiency,2,Physiologia Plantarum,2014
deficient,2,Physiologia Plantarum,2014
dehydrin,1,Physiologia Plantarum,2014
dehydrogenase,1,Physiologia Plantarum,2014
dependence,1,Physiologia Plantarum,2014
dependent,1,Physiologia Plantarum,2014
derived,1,Physiologia Plantarum,2014
desert,1,Physiologia Plantarum,2014
desiccation,2,Physiologia Plantarum,2014
detection,1,Physiologia Plantarum,2014
determination,1,Physiologia Plantarum,2014
determining,1,Physiologia Plantarum,2014
developing,1,Physiologia Plantarum,2014
development,16,Physiologia Plantarum,2014
developmental,1,Physiologia Plantarum,2014
diazotrophic,1,Physiologia Plantarum,2014
dietary,1,Physiologia Plantarum,2014
differ,1,Physiologia Plantarum,2014
differences,2,Physiologia Plantarum,2014
different,3,Physiologia Plantarum,2014
differential,4,Physiologia Plantarum,2014
diffusion,1,Physiologia Plantarum,2014
dinoflagellate,1,Physiologia Plantarum,2014
direct,1,Physiologia Plantarum,2014
discrimination,1,Physiologia Plantarum,2014
disease,1,Physiologia Plantarum,2014
distance,2,Physiologia Plantarum,2014
distribution,2,Physiologia Plantarum,2014
dna,1,Physiologia Plantarum,2014
domain,1,Physiologia Plantarum,2014
dominate,1,Physiologia Plantarum,2014
dorsoventral,1,Physiologia Plantarum,2014
dre,1,Physiologia Plantarum,2014
drought,8,Physiologia Plantarum,2014
duckweed,1,Physiologia Plantarum,2014
dwarfism,1,Physiologia Plantarum,2014
dxr,1,Physiologia Plantarum,2014
dynamic,2,Physiologia Plantarum,2014
dynamics,1,Physiologia Plantarum,2014
eaf,1,Physiologia Plantarum,2014
early,4,Physiologia Plantarum,2014
ecogeographical,1,Physiologia Plantarum,2014
ecotypes,1,Physiologia Plantarum,2014
effect,2,Physiologia Plantarum,2014
effects,3,Physiologia Plantarum,2014
efficiency,3,Physiologia Plantarum,2014
